,Community,Degree
145193818,1174,3
1403723810,1175,1
2103019624,1174,3
47681983,1176,0
35215025,1177,1
48321480,1178,1
49272640,1178,1
50817520,1177,1
39540355,1179,0
40343835,1180,0
8023822,43,1
117515322,1181,1
2024364640,1181,1
74255197,938,2
8266964,1182,7
24253475,1182,7
31273996,1182,7
48701249,1182,7
51428982,1182,7
98547685,1182,7
101362164,1182,7
2004633828,1182,7
8466258,1183,1
34488527,1183,1
8636390,30,1
8683986,1184,1
145851589,1184,1
8701810,1185,2
10769465,1185,2
35534678,1185,2
8750405,1186,2
49391193,1186,2
1398554322,1186,2
39459093,43,3
48584332,43,3
2074363594,43,3
9007507,132,1
34750304,1187,0
35856578,1188,0
48254852,1189,0
49381817,1190,1
91137527,1191,0
114191045,1192,0
2056747671,1190,1
9040191,1193,0
9258252,1194,1
115528346,1194,1
9267108,1195,6
27077407,1195,6
121013142,1195,6
144214525,1195,6
147525149,1195,6
2058006912,1195,6
2107681838,1195,6
9511087,1196,2
46519482,1196,2
47582865,1196,2
9662905,481,2
47391826,481,2
2064136117,32,1
100751718,1197,0
10694462,1198,2
40387161,1198,2
2064963886,1198,2
34828555,1199,0
38657446,1200,0
40177902,132,2
49965825,132,1
146724138,1201,0
10755211,9,2
1741120471,1202,0
84011156,1203,0
11062016,1204,0
11143475,956,1
27718539,1205,2
29934863,1135,8
31614158,1135,8
35593089,1135,9
35719607,1135,10
40616060,1135,5
40801890,1135,6
49540537,1135,6
118865453,1135,5
144824067,1205,1
147922694,1135,8
2021577778,968,1
2071029805,1205,1
2072251184,169,1
11413009,64,2
16112174,64,6
2091020782,64,2
114329930,56,2
116344560,56,2
143777878,1206,0
11741399,64,2
12076629,1207,0
12091018,1208,0
12670526,1209,2
104668956,1209,2
2043443574,1209,2
123706482,1210,0
2096560377,11,1
16078366,1211,1
144217517,1211,1
79542713,1212,0
1734772141,469,1
46707477,1213,3
145127792,1213,3
145331538,1213,3
2111049711,1213,3
2056850278,89,1
34726093,1214,0
2057624208,40,2
46172696,1215,0
50874591,1216,0
144758359,1217,0
114986451,1218,0
2061288131,670,3
2072058500,670,3
118939857,1219,3
29988342,64,1
16005683,1220,1
118509461,1220,2
16076945,1221,0
121036203,64,1
1733478447,64,2
39673994,1046,1
122234289,1222,0
20751810,1223,1
1409913903,1223,1
20783216,666,3
32879579,666,3
118410519,666,3
20985588,1224,0
71530625,159,2
2062633417,1069,2
2109263412,1069,2
23107750,1225,0
23985569,1226,3
24032369,1226,3
1414323097,1226,3
1596825599,1226,3
66384629,497,3
2000449325,1227,0
2000697024,1228,0
26344058,1229,1
2071046282,1229,1
26970239,1230,0
27021815,4,1
47708032,1231,1
49617557,1231,1
27315093,1232,2
113906318,1232,2
123564231,1232,2
35630546,1233,0
49319953,927,1
28337918,57,3
71833311,57,2
29952206,1234,1
1411276313,1234,1
29982759,1235,2
145163931,1235,2
2103890126,1235,2
144951190,1236,0
143922076,9,3
144235071,9,3
145919340,9,3
119042277,1237,1
144231122,1237,1
2108287523,208,2
31604561,1238,0
105012193,1239,0
2074388358,1240,0
31631952,1241,3
48711258,1241,3
145515264,1241,3
1836390889,1241,3
38859178,1242,0
114435638,1243,1
117371272,1243,1
49519499,1244,2
73158704,1244,2
144310835,1244,2
1423009739,30,2
2064638973,30,2
31987667,1245,1
48021179,1245,1
32055356,962,2
1412662592,1246,0
32216871,169,1
49943938,1247,0
32325152,1248,2
33593209,1248,2
34602963,1248,2
41124215,313,5
48228692,313,5
116371588,313,5
1644899448,313,5
2091077618,313,5
32900765,1249,2
40497041,1249,2
40604270,1249,2
51878928,9,2
51906285,9,2
33044411,1250,1
38829203,1250,1
33404774,1251,0
34199564,13,1
34284752,1252,3
73427841,1252,1
119008069,1252,2
122651019,1252,2
47782014,1253,0
144742543,1254,2
2055833204,1254,2
2067988809,1254,2
2109413690,1255,0
34406114,1256,1
46661703,1256,1
34435183,1257,1
37812589,1257,1
51910758,1258,0
34599014,1259,1
49671212,1259,1
107975119,1260,0
119496623,1261,1
144034176,1261,1
144605519,1156,1
145058252,1156,1
34722378,1262,1
1413395642,1262,1
34735384,1150,1
145619134,1150,2
34921162,1263,0
145893609,56,3
2093291948,56,3
35201627,1264,0
35302569,1265,0
46307619,57,2
50397373,57,2
144392506,1266,1
145063190,1266,1
35821209,1002,2
46696786,1002,2
47551596,1267,5
50048820,1267,5
97980584,1268,1
114762523,26,1
115500796,1267,5
143910839,1267,5
1403732384,1269,1
1403733211,1268,1
1403874839,1267,5
1412416387,1269,1
2083451293,1267,5
39982990,9,1
37400259,1270,4
47964837,1270,4
114148039,1270,4
115670940,1270,4
143702437,1270,4
48602264,1271,3
95644065,1271,3
144044574,1271,3
2064114601,1271,3
38148608,1272,2
2055665491,1272,2
2082618790,1272,2
49394985,0,4
2059861583,0,4
2109660026,0,4
51040156,1273,0
38386346,1274,0
38509196,1275,0
38616044,1276,0
50629423,1277,2
73124063,1277,2
145949274,1277,2
50877034,1278,1
1696033469,1278,1
39118796,1279,0
39120083,1280,1
46290194,1280,1
39423595,1281,2
118654865,1281,2
2007654226,1281,2
2066708428,40,2
39535772,1282,1
143661061,1282,1
39542868,1283,1
1582163896,1283,1
39544679,13,4
72404967,13,6
2088383482,13,4
39690693,1284,2
145833523,1284,2
2052807194,1284,2
2053759155,19,1
40027011,1285,2
52101249,1285,2
144851350,1285,2
71885324,766,4
2108719385,766,4
2109461904,766,4
40767865,1286,0
40300456,1287,0
145540379,19,3
40360713,1288,2
144747171,1288,3
145955156,1288,3
145362834,1289,0
40467627,1290,2
1401986818,1290,2
2089760037,1290,2
1577528436,1291,1
1578038594,1291,1
1578076304,1292,1
2099917123,1292,1
113711344,57,3
1571364598,57,3
40538650,1293,0
118126659,1294,0
2095204875,481,1
40688328,1295,0
40939785,1296,0
84242475,1297,0
93661453,1298,0
117459788,1299,0
118874043,1300,0
41018361,1301,1
2056050346,1301,1
41094627,132,3
145562616,132,3
2092481098,132,3
122102297,1302,0
2068469871,1303,2
2068469915,1304,2
2074398264,1303,2
2074400784,1304,2
2097863822,1304,2
2097863827,1303,2
41172164,1305,0
46181191,1306,0
1387886014,468,4
1405490944,468,3
1414146794,468,4
1469265097,468,3
46416567,1307,1
113952413,1307,1
46430284,1308,3
66922735,1308,3
1412459724,1308,3
2076982586,1308,3
46443332,1309,0
2086172013,1310,0
50432468,1311,0
1661048796,919,1
1900330591,132,1
2059382056,56,1
70437995,1312,1
144453935,1313,1
1741785359,1312,1
2073473948,1313,1
47205422,169,3
151377924,169,3
151463421,169,6
2075498768,867,1
47364752,1314,1
1738689109,1314,1
72202910,1315,7
79827346,1315,7
83266814,1316,3
100823023,1317,2
100849181,1317,2
120180369,1315,7
1518111986,1315,7
2064666202,1315,7
2079943312,1315,7
2086314357,1316,3
2089434149,1316,3
2089943424,1316,3
2090039649,1315,7
2090060943,1315,7
2092455069,1317,2
47375751,1318,0
79956437,1319,0
69018406,1320,0
74339869,1321,2
1720904486,1321,2
2076071155,1321,2
70326942,1322,0
48058041,1323,0
49202520,1324,3
104800155,1324,3
144868674,1324,3
2090164864,1324,3
147089891,1325,0
48478726,1017,5
80034003,1017,5
84162513,1017,5
108077013,1017,5
2097159464,1017,5
48693437,41,1
1450414327,1326,0
48842673,1150,1
48935655,1327,0
49057848,1155,1
49101030,19,2
49121508,1328,3
2056075940,1328,3
2068016661,1328,3
2106696134,1328,3
49134137,1329,1
89699746,1329,1
1396829322,1330,1
2091200758,1330,1
123478703,1331,0
2045332495,294,1
49587717,1332,0
144578593,1333,1
49646750,1334,1
119012959,1334,1
49884412,1219,3
144449959,1219,3
1409895580,1219,3
145295848,1335,1
2108340269,1335,1
50157101,1336,4
94730496,1336,4
108598287,1336,4
2057390825,1336,4
2084868686,1336,4
50176368,1337,0
98182859,1338,0
50311673,13,2
50391473,1339,0
50488614,1340,1
145096996,1340,1
50570866,1341,1
2074509195,1341,1
80141245,1342,0
145194095,497,2
150244732,1343,0
145919650,1013,1
51040244,1344,0
119151277,169,4
1389955131,1345,0
1395385575,169,4
2020262166,169,4
51135257,1346,0
51146634,1347,0
2053417944,1348,1
2111036696,1348,1
1396349028,30,4
1720774182,30,4
51193319,1349,0
51221603,1350,0
79384348,1351,1
108650069,1352,0
1862506894,1353,0
2072912317,1351,1
2089951845,1354,0
79686168,867,1
2102070102,1355,0
52030911,1356,0
1678014563,1357,0
66096740,1358,0
66888522,1359,3
101337695,1359,3
135149582,1359,3
2076974301,1359,3
67259301,1360,2
71466288,1360,1
121290873,1360,1
69496746,1361,0
2003581237,1362,2
2080687404,1362,2
2081277807,1363,0
2089228100,1362,2
83401236,1364,0
144834934,13,3
1404588859,13,4
144825652,1365,0
116218366,1366,1
143947522,1366,1
2081067556,1367,1
2089544426,1367,1
78054224,1368,0
79027713,1369,0
2066071042,1370,0
79353781,1371,0
79487464,1372,1
2107619961,1372,1
152871534,1373,0
80471629,1374,0
2067943031,666,1
123748840,1375,0
1805993163,1376,0
146689312,1377,0
88991203,56,2
143912271,56,2
100702964,1378,1
2005487571,1378,1
2049031020,1379,0
145835908,1380,0
1409497296,1381,0
143891260,1382,1
1753605404,1382,1
144624791,1383,1
2072756588,1383,1
102920559,1384,0
145688599,9,1
2111788184,1385,0
1402573847,56,1
108075319,37,1
2047731524,670,1
2076504869,132,1
114034538,1333,1
144046423,1386,0
122609617,1387,0
117147233,1388,0
1994173730,1220,1
1450310116,13,2
2038372508,13,1
2108360475,13,1
120385689,1389,3
1403752188,1389,3
2065268175,1389,4
2091402487,1389,3
120678521,1390,1
2103602576,1390,1
121213774,1155,1
122015138,1391,0
122200112,1392,1
2108584869,1392,1
2107932153,1393,0
2110044134,1394,0
123900740,13,2
151214498,1395,0
144538640,1396,0
143791938,1397,0
143836588,1398,0
1405080790,1399,0
1381212697,1400,0
1741110473,1401,0
2065938130,1402,0
144395481,1154,1
144396718,1403,0
144438218,1288,2
2109195071,1404,0
2069504401,1405,0
145419642,34,3
145941081,34,3
1580516816,34,3
1453874533,1406,1
2105984203,1406,1
145014848,1407,0
145605233,1408,0
145672805,1409,1
1410489844,1409,1
2055559997,1410,0
1381744305,1411,0
1410395833,1389,1
2085548328,1412,0
2111605522,1413,0
2051971086,1414,0
1805975699,1415,0
2075186096,1416,0
2060785621,1417,0
2083394696,1418,0
2092113731,217,0
2096983025,610,0
2110357690,84,0
